age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,__target__
41,Federal-gov,294770,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Male,13,0,40,United-States,1
30,Private,230982,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,44,1833,50,United-States,0
30,Private,309355,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,19,-1,40,United-States,0
84,Private,169807,7th-8th,3,Divorced,Prof-specialty,Unmarried,White,Male,36,0,40,Columbia,1
33,Private,354066,10th,5,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Female,-5,1,40,Cambodia,1
29,Private,118149,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,-16,0,35,United-States,0
28,Private,284450,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,-12,0,72,Nicaragua,0
18,Private,285422,11th,7,Never-married,Machine-op-inspct,Not-in-family,Other,Female,14,0,40,?,0
37,Self-emp-not-inc,169319,Bachelors,13,Never-married,Prof-specialty,Husband,Black,Male,29,0,40,United-States,0
33,Self-emp-inc,112842,HS-grad,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,57,United-States,1
36,Private,45413,Assoc-voc,7,Never-married,Sales,Own-child,White,Male,17,0,45,United-States,0
30,Private,153652,Assoc-voc,11,Never-married,Tech-support,Own-child,White,Male,5,0,50,United-States,0
43,Private,180321,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,64,United-States,0
32,Private,44714,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,8,1874,40,United-States,0
32,Private,155285,9th,4,Never-married,Other-service,Not-in-family,White,Male,-4,0,40,Dominican-Republic,0
36,State-gov,87263,Masters,15,Married-civ-spouse,Farming-fishing,Husband,White,Male,18,1,40,United-States,1
57,Private,226820,HS-grad,9,Married-civ-spouse,Tech-support,Wife,White,Female,2,0,40,United-States,0
20,?,277436,Bachelors,13,Never-married,?,Own-child,White,Male,17,-1,17,United-States,0
57,Private,138967,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,7,1,44,?,0
57,Federal-gov,119890,Masters,14,Divorced,Exec-managerial,Husband,White,Male,36,2147,40,United-States,0
28,Private,374884,HS-grad,9,Never-married,Other-service,Own-child,White,Female,23,1797,40,United-States,0
58,Private,151640,10th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,19,0,40,United-States,0
44,Private,114502,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,-7,0,44,Philippines,0
32,Private,270763,Some-college,10,Never-married,Craft-repair,Other-relative,White,Female,24,1,40,United-States,0
26,Private,277530,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,10,0,40,United-States,0
28,Federal-gov,228543,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,-2,0,40,United-States,0
54,Private,227637,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,18,1847,40,United-States,0
26,Private,214026,HS-grad,9,Never-married,Other-service,Own-child,Other,Female,11,-1,26,?,0
34,Private,380391,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,-20,0,40,?,0
58,Private,93943,10th,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7908,1,40,United-States,1
54,Private,104473,10th,5,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,-11,-1,40,Ecuador,0
36,Private,153050,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,4,1,50,United-States,0
53,Private,114374,9th,14,Married-civ-spouse,Craft-repair,Husband,White,Male,17,-1,40,Italy,0
54,Private,342727,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,43,0,40,United-States,0
55,Private,233419,9th,5,Divorced,Priv-house-serv,Unmarried,White,Male,40,0,40,United-States,0
26,Private,191522,11th,7,Never-married,Prof-specialty,Own-child,Black,Female,22,0,15,United-States,0
38,Private,270791,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,6,0,40,United-States,0
44,Private,234439,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,-1,1,40,United-States,1
26,Private,161712,Doctorate,15,Married-civ-spouse,Tech-support,Husband,White,Male,20,0,40,United-States,1
29,Private,204919,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,7,0,49,United-States,0
72,State-gov,351938,Some-college,10,Divorced,Exec-managerial,Other-relative,White,Male,31,0,40,?,0
39,Private,100552,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Female,14,0,40,United-States,1
43,Private,137698,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,-9,0,40,India,1
69,Private,230401,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,2435,0,40,United-States,0
30,Private,246830,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,34,0,50,United-States,0
21,Private,206566,11th,7,Never-married,Sales,Own-child,White,Female,33,0,8,United-States,0
59,Private,196560,12th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,-6,1,40,United-States,1
55,Local-gov,37348,HS-grad,9,Widowed,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,40,-1,36,Dominican-Republic,0
36,Private,97060,Bachelors,7,Never-married,Priv-house-serv,Not-in-family,White,Female,10,0,40,United-States,0
25,Private,103925,Assoc-voc,11,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,-14,0,31,China,0
60,Without-pay,215734,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,-20,0,40,United-States,0
27,?,217695,Some-college,10,Married-civ-spouse,?,Husband,White,Male,23,0,40,China,0
23,?,316552,HS-grad,9,Married-AF-spouse,Other-service,Wife,White,Female,3,-1,23,United-States,0
52,?,211504,7th-8th,3,Married-civ-spouse,?,Husband,White,Male,32,0,40,United-States,0
52,State-gov,217477,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,33,0,72,United-States,1
58,Private,256207,12th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,3,0,40,Portugal,0
38,Private,241172,HS-grad,6,Separated,Other-service,Unmarried,Black,Male,-4,1,50,United-States,0
43,Local-gov,155640,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,3,-1,40,United-States,0
38,Self-emp-not-inc,104827,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,3585,0,64,United-States,0
53,Private,264576,Bachelors,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,6,0,40,United-States,1
46,Private,226967,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,-12,1,40,Mexico,0
29,Private,149470,9th,16,Never-married,Handlers-cleaners,Not-in-family,White,Male,37,0,40,United-States,0
28,Private,473424,HS-grad,10,Widowed,Adm-clerical,Not-in-family,White,Male,-4,1,40,United-States,1
30,Private,136184,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,10,-1,40,Peru,0
27,Private,257411,HS-grad,9,Married-spouse-absent,Other-service,Not-in-family,Black,Male,32,-1,73,Vietnam,0
19,?,236959,Some-college,10,Married-civ-spouse,?,Own-child,White,Male,39,1,9,United-States,0
73,Private,216889,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,39,-1,51,United-States,1
24,Federal-gov,205301,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,21,0,44,United-States,0
25,Private,213707,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,11,1845,40,?,0
69,?,164518,Bachelors,13,Married-civ-spouse,?,Husband,Black,Male,5,0,40,?,0
33,Local-gov,290676,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,38,0,66,United-States,1
31,Private,280316,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,13,0,40,Mexico,1
29,Private,261984,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,White,Female,-9,0,36,United-States,0
23,Private,230199,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,Mexico,0
26,Private,286963,Masters,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,24,0,40,India,0
51,Self-emp-inc,50872,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,59,0,73,United-States,1
51,Federal-gov,97688,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,23,1,40,United-States,1
17,Private,243878,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,28,0,40,United-States,0
33,Private,147497,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,28,0,68,France,0
61,Private,151626,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,3169,0,40,United-States,0
24,Private,434685,10th,6,Never-married,Handlers-cleaners,Not-in-family,Black,Male,24,0,40,United-States,0
31,Private,143096,Some-college,9,Married-civ-spouse,Tech-support,Husband,White,Male,25,0,49,United-States,0
53,Private,221417,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,-1,-1,37,Germany,0
22,Private,99098,12th,8,Never-married,Handlers-cleaners,Own-child,Black,Male,31,0,31,United-States,0
39,Private,43037,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,2,1794,65,?,0
30,Private,291914,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,16,0,40,United-States,1
17,?,183000,10th,7,Never-married,Other-service,Other-relative,White,Female,-10,0,40,United-States,0
19,Private,254861,11th,7,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Female,34,0,40,United-States,0
33,Local-gov,302968,HS-grad,13,Married-civ-spouse,Protective-serv,Husband,White,Male,1,0,58,United-States,0
78,Private,117811,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,-2,0,40,Ecuador,1
59,Local-gov,231459,Assoc-acdm,13,Separated,Tech-support,Not-in-family,White,Female,4592,1,40,United-States,0
64,Local-gov,207983,HS-grad,9,Divorced,Craft-repair,Unmarried,Black,Female,19,-1,36,Columbia,0
39,Private,354358,HS-grad,14,Married-civ-spouse,Craft-repair,Husband,White,Male,21,0,40,United-States,0
57,Self-emp-not-inc,86232,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,30,0,65,United-States,1
46,Private,199186,9th,5,Divorced,Craft-repair,Not-in-family,White,Male,1,0,40,United-States,0
27,?,205363,HS-grad,9,Never-married,?,Own-child,White,Female,-3,-1,25,United-States,0
60,Private,177782,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,12,0,40,United-States,0
47,Private,179651,Some-college,10,Separated,Exec-managerial,Not-in-family,White,Female,38,0,30,United-States,0
52,Private,155602,Preschool,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-5,1932,40,Iran,0
47,Private,236679,Masters,14,Divorced,Adm-clerical,Unmarried,Black,Female,18,0,45,United-States,0
48,Self-emp-not-inc,307602,HS-grad,9,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,9,0,71,United-States,0
53,Private,169347,10th,6,Married-civ-spouse,Machine-op-inspct,Wife,Black,Male,19,-1,40,Greece,0
28,Private,115337,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,-11,0,31,United-States,0
25,Private,296121,11th,6,Never-married,Other-service,Own-child,White,Female,2,0,49,United-States,0
54,Self-emp-inc,171226,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,12,0,44,United-States,1
24,Private,260219,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,White,Female,42,1,50,United-States,0
42,Private,223657,Assoc-voc,11,Married-spouse-absent,Prof-specialty,Unmarried,White,Male,21,0,40,United-States,0
54,Federal-gov,229928,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,25,0,40,United-States,0
59,Private,212597,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,11,0,40,United-States,0
30,Private,185732,HS-grad,9,Separated,Craft-repair,Own-child,Black,Male,17,0,46,Puerto-Rico,0
45,Local-gov,237928,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Female,22,-1,40,United-States,0
49,Private,222424,Some-college,10,Divorced,Sales,Unmarried,White,Female,4038,0,30,United-States,0
24,Private,242005,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,8,0,50,United-States,0
32,Private,279786,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,25,0,50,United-States,0
42,Private,205063,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,45,1,50,Guatemala,0
17,?,206751,Some-college,10,Never-married,?,Not-in-family,Asian-Pac-Islander,Female,-2,1855,23,?,0
61,Self-emp-not-inc,210213,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,16,0,49,United-States,0
34,Private,215313,12th,13,Never-married,Sales,Unmarried,White,Female,17,0,50,?,0
57,Private,153369,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,8,0,40,United-States,0
53,Self-emp-inc,217596,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,10,0,49,United-States,0
45,Private,178846,Bachelors,13,Widowed,Adm-clerical,Not-in-family,White,Female,-2,0,40,United-States,0
42,?,219094,Some-college,10,Never-married,?,Own-child,White,Female,17,-1,30,United-States,0
60,Self-emp-not-inc,130812,10th,6,Married-civ-spouse,Prof-specialty,Husband,White,Male,23,0,40,United-States,0
33,Private,196816,Assoc-acdm,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,17,1,63,United-States,0
35,Self-emp-not-inc,243664,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,4,1,40,United-States,0
21,?,261240,Some-college,10,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo,Male,16,0,21,United-States,0
21,?,300444,11th,7,Never-married,?,Own-child,Black,Female,33,0,12,United-States,0
36,Private,228254,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,-2,1,35,United-States,0
32,Private,614396,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,8,0,50,United-States,0
43,Private,136982,Assoc-acdm,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,-20,1,40,England,0
30,Private,239016,HS-grad,9,Never-married,Farming-fishing,Other-relative,White,Male,-5,0,40,United-States,0
43,Private,96916,Masters,14,Divorced,Craft-repair,Unmarried,Asian-Pac-Islander,Male,34,1,40,India,0
45,Private,131777,HS-grad,9,Divorced,Tech-support,Not-in-family,White,Female,37,-1,40,United-States,0
28,Private,216195,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Female,0,0,40,United-States,0
20,Private,157284,10th,6,Never-married,Other-service,Unmarried,White,Female,19,0,20,United-States,0
20,Private,61537,1st-4th,4,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,-3,0,30,Outlying-US(Guam-USVI-etc),0
41,Private,333069,10th,13,Married-civ-spouse,Transport-moving,Husband,White,Male,6,0,50,United-States,0
24,Private,90255,11th,13,Never-married,Other-service,Wife,White,Female,6,0,35,United-States,0
19,Federal-gov,232309,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,18,0,40,United-States,0
65,Private,416125,Preschool,2,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,34,1,40,United-States,0
52,Private,225592,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Black,Male,13,1785,40,United-States,1
45,Private,216430,10th,6,Married-civ-spouse,Prof-specialty,Husband,White,Male,10,0,40,United-States,0
65,Private,182842,10th,6,Divorced,Farming-fishing,Unmarried,White,Female,23,-1,40,United-States,0
18,Self-emp-not-inc,202996,Bachelors,13,Never-married,Exec-managerial,Unmarried,White,Female,2,0,40,United-States,0
18,Private,194607,Some-college,10,Never-married,Sales,Own-child,White,Female,25,1852,10,United-States,0
17,State-gov,245536,Some-college,10,Never-married,Sales,Own-child,White,Male,52,1,31,United-States,0
43,?,645751,Some-college,10,Married-civ-spouse,?,Husband,White,Male,25,0,56,United-States,0
20,Local-gov,187805,Some-college,10,Never-married,?,Own-child,White,Male,7,1901,8,United-States,0
31,Private,316680,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,13,2152,59,United-States,1
37,Private,239105,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,White,Female,16,1,40,United-States,1
27,?,181498,HS-grad,9,Never-married,?,Own-child,Amer-Indian-Eskimo,Male,-19,0,23,United-States,0
37,Private,199174,Some-college,10,Separated,Handlers-cleaners,Unmarried,White,Female,20,0,40,United-States,0
42,Private,264112,Some-college,10,Separated,Other-service,Other-relative,White,Male,12,0,49,?,0
31,Private,120656,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,9,0,40,Nicaragua,0
35,Private,241776,Some-college,10,Married-AF-spouse,Other-service,Husband,White,Male,27,-1,22,Trinadad&Tobago,0
29,Private,253136,Preschool,9,Never-married,Other-service,Not-in-family,White,Male,41,0,40,United-States,0
52,Private,160863,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,-2,0,40,United-States,0
20,Private,136303,7th-8th,4,Never-married,Other-service,Own-child,White,Female,32,0,14,United-States,0
32,Private,111219,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,16,0,40,United-States,0
33,Private,253545,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Other,Male,8,0,35,Mexico,0
57,Local-gov,176710,10th,3,Married-spouse-absent,Other-service,Not-in-family,Black,Male,-1,1,40,United-States,0
51,Private,249534,HS-grad,9,Widowed,Other-service,Unmarried,Black,Female,28,0,36,Haiti,0
34,Self-emp-not-inc,122643,Bachelors,5,Divorced,Craft-repair,Not-in-family,White,Male,6,0,50,United-States,0
48,Private,334039,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,7668,1,49,United-States,1
40,Self-emp-not-inc,175169,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,-3,0,40,United-States,1
28,Private,250405,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,-1,1,31,United-States,0
50,State-gov,101754,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Male,5,1883,65,Philippines,0
36,Private,28975,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,-14,0,40,United-States,0
30,Private,220399,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,-15,0,40,Honduras,0
48,Private,195691,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Male,28,0,36,United-States,0
50,Self-emp-not-inc,182614,Assoc-acdm,13,Never-married,Handlers-cleaners,Not-in-family,Black,Male,8,1,55,Cuba,0
46,Private,322774,9th,4,Never-married,Machine-op-inspct,Not-in-family,Black,Male,44,0,40,United-States,0
34,Private,108049,12th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,-7,1,44,Iran,0
60,Private,193322,HS-grad,9,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,Female,23,-1,40,United-States,0
44,Self-emp-not-inc,295259,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,32,-1,59,United-States,1
